id,work_title,episode_title,excerpt_fa,excerpt_en,question_fa,question_en,answer_fa,answer_en,summary_fa,summary_en,difficulty,type,source,tags
160,Shahnameh,در داستان ابو منصور,بدین نامه من دست بردم فراز / به نام شهنشاه گردن‌فراز,"Thus I raised my hand to this book / beginning it in the name of the exalted King of Kings",فردوسی شاهنامه را با نام چه کسی آغاز می‌کند؟,In whose name does Ferdowsi begin the Shahnameh?,شهنشاه گردن‌فراز (خدا یا پادشاه),The exalted King of Kings (God or the sovereign).,فردوسی شاهنامه را با نام شهنشاه گردن‌فراز — اشاره به خدا یا پادشاه — آغاز می‌کند.,Ferdowsi begins the Shahnameh in the name of the exalted King of Kings — referring to God or the sovereign.,Easy,Literal,"Ferdowsi, Shahnameh","Beginning, Dedication, King of Kings, God or Monarch"
161,"Shahnameh","پادشاهی کیومرث سی سال بود","سخن‌گوی دهقان چه گوید نخست / که نام بزرگی به گیتی که جست","What does the peasant-speaker first say? / Of the great name that rose in the world","دهقان (فردوسی) در آغاز چه کسی را معرفی می‌کند؟","Whom does the peasant (Ferdowsi) introduce first?","نخستین شاه نامدار جهان","The first famed king of the world","دهقان گوینده (فردوسی) از نخستین شاه نامدار جهان سخن می‌گوید.","The peasant-speaker (Ferdowsi) speaks of the first famed king of the world.","Easy","Literal","Ferdowsi, Shahnameh","Kiumars, Kingship, Beginning, Mythology"
162,"Shahnameh","پادشاهی کیومرث سی سال بود","که بود آن که دیهیم بر سر نهاد / ندارد کس آن روزگاران به یاد","Who was he who first placed the crown? / No one remembers those days","اولین تاج‌گذار جهان کیست؟","Who was the first to wear the crown?","کسی آن روزگار را به یاد ندارد","No one remembers that era","فردوسی می‌پرسد که اولین کسی که تاج بر سر نهاد کیست و پاسخ می‌دهد که کسی آن روزگار را به یاد ندارد.","Ferdowsi asks who first wore the crown and answers that no one remembers that time.","Medium","Philosophical","Ferdowsi, Shahnameh","Kingship, Memory, Myth, Origins"
163,"Shahnameh","پادشاهی کیومرث سی سال بود","مگر کز پدر یاد دارد پسر / بگوید تو را یک به یک در به در","Unless sons recall from their fathers / and tell you, door to door","چه کسی ممکن است دانش این روزگار را داشته باشد؟","Who might still know of that time?","پسرانی که از پدران شنیده‌اند","Sons who heard from their fathers","فردوسی می‌گوید شاید تنها پسرانی که از پدران خود شنیده‌اند، بتوانند این دانش را منتقل کنند.","Ferdowsi suggests only sons who heard from their fathers might pass on this knowledge.","Medium","Literal","Ferdowsi, Shahnameh","Oral Tradition, Memory, Fathers and Sons"
164,"Shahnameh","پادشاهی کیومرث سی سال بود","که نام بزرگی که آورد پیش / که را بود از آن برتران پایه بیش","Which great name came first? / Who had a greater foundation than him?","کهن‌ترین پادشاه جهان کیست؟","Who is the most ancient king of the world?","کیومرث","Keyumars","فردوسی می‌پرسد کهن‌ترین پادشاه کیست و پاسخ می‌دهد: کیومرث.","Ferdowsi asks who the most ancient king is and answers: Keyumars.","Easy","Literal","Ferdowsi, Shahnameh","Keyumars, First King, Mythology"
165,"Shahnameh","پادشاهی کیومرث سی سال بود","پژوهندهٔ نامهٔ باستان / که از پهلوانان زند داستان","The seeker of ancient texts / who tells tales of heroes","پژوهندهٔ نامهٔ باستان چه کاری انجام می‌دهد؟","What does the seeker of ancient texts do?","داستان‌های پهلوانان را نقل می‌کند","Tells the tales of heroes","فردوسی می‌گوید پژوهندهٔ نامهٔ باستان، داستان‌های پهلوانان را بازگو می‌کند.","Ferdowsi says the seeker of ancient texts recounts the tales of heroes.","Easy","Literal","Ferdowsi, Shahnameh","Ancient Texts, Heroes, Storyteller"
166,"Shahnameh","پادشاهی کیومرث سی سال بود","چنین گفت کآیین تخت و کلاه / کیومرث آورد و او بود شاه","Thus he said: ‘The custom of throne and crown / was brought by Keyumars, and he was king’","کیومرث چه چیزی را در جهان پایه‌گذاری کرد؟","What did Keyumars establish in the world?","رسم و راه پادشاهی","The custom and path of kingship","فردوسی می‌گوید کیومرث نخستین کسی بود که رسم پادشاهی را بنیان نهاد.","Ferdowsi says Keyumars was the first to establish the custom of kingship.","Easy","Literal","Ferdowsi, Shahnameh","Kingship, Ritual, Keyumars, Foundation"
167,"Shahnameh","پادشاهی کیومرث سی سال بود","چو آمد به برج حَمَل آفتاب / جهان گشت با فرَ و آیین و آب","When the sun entered Aries / the world became radiant, adorned, and full of water","چه زمانی جهان با فر و آیین پوشیده شد؟","When did the world become radiant and adorned?","هنگامی که آفتاب وارد برج حمل شد","When the sun entered the sign of Aries","فردوسی می‌گوید با ورود خورشید به برج حمل، جهان با فر و آیین و آب پوشیده شد.","Ferdowsi says when the sun entered Aries, the world became radiant, adorned, and full of water.","Medium","Literal","Ferdowsi, Shahnameh","Aries, Spring, Creation, Cosmology"
168,"Shahnameh","پادشاهی کیومرث سی سال بود","بتابید از آن سان ز برج بره / که گیتی جوان گشت از آن یک‌سره","It shone so from the sign of the Ram / that the world became young all at once","چگونه جهان جوان شد؟","How did the world become young?","تابش آفتاب از برج بره","By the shining of the sun from Aries","فردوسی می‌گوید تابش خورشید از برج بره جهان را جوان کرد.","Ferdowsi says the sun’s radiance from Aries made the world young.","Easy","Literal","Ferdowsi, Shahnameh","Sun, Aries, Youth, Renewal"
169,"Shahnameh","پادشاهی کیومرث سی سال بود","کیومرث شد بر جهان کدخدای / نخستین به کوه اندرون ساخت جای","Keyumars became lord of the world / first he built his seat within the mountains","کیومرث جایگاه خود را کجا بنا نهاد؟","Where did Keyumars build his seat?","در کوهستان","In the mountains","فردوسی می‌گوید کیومرث نخستین جایگاه شاهی خود را در کوهستان ساخت.","Ferdowsi says Keyumars built his first royal seat in the mountains.","Easy","Literal","Ferdowsi, Shahnameh","Mountains, Throne, Kingship, Keyumars"
170,"Shahnameh","پادشاهی کیومرث سی سال بود","سر بخت و تختش بر آمد به کوه / پلنگینه پوشید خود با گروه","His fortune and throne rose to the mountain / he and his people wore leopard skins","مردم کیومرث چه لباسی می‌پوشیدند؟","What did Keyumars’ people wear?","پوست پلنگ","Leopard skins","فردوسی می‌گوید مردم کیومرث از پوست پلنگ لباس می‌دوختند.","Ferdowsi says Keyumars’ people wore garments made of leopard skins.","Easy","Literal","Ferdowsi, Shahnameh","Clothing, Leopard, Primitive, Civilization"
171,"Shahnameh","پادشاهی کیومرث سی سال بود","از او اندر آمد همی پرورش / که پوشیدنی نو بُد و نو خورش","From him arose constant nurture / new clothing and new food","از کیومرث چه چیزهای جدیدی آغاز شد؟","What new things began with Keyumars?","لباس‌ها و خوراک‌های جدید","New clothing and new food","فردوسی می‌گوید تمدن جدید با لباس و خوراک نو از کیومرث آغاز شد.","Ferdowsi says new civilization — with new clothing and food — began with Keyumars.","Medium","Literal","Ferdowsi, Shahnameh","Civilization, Food, Clothing, Innovation"
172,"Shahnameh","پادشاهی کیومرث سی سال بود","به گیتی درون سال سی شاه بود / به خوبی چو خورشید بر گاه بود","He ruled the world for thirty years / beautifully, like the sun at its zenith","کیومرث چند سال پادشاهی کرد؟","How many years did Keyumars rule?","سی سال","Thirty years","فردوسی می‌گوید کیومرث سی سال پادشاهی کرد و مانند خورشید در اوج زیبایی بود.","Ferdowsi says Keyumars ruled for thirty years, beautifully like the sun at its peak.","Easy","Literal","Ferdowsi, Shahnameh","Thirty Years, Kingship, Sun, Zenith"
173,"Shahnameh","پادشاهی کیومرث سی سال بود","همی تافت زو فرّ شاهنشهی / چو ماه دو هفته ز سرو سهی","His royal glory shone from him / like the full moon above a cypress","شکوه کیومرث را با چه چیزی مقایسه می‌کند؟","What is Keyumars’ glory compared to?","ماه تمام بر فراز سرو","The full moon atop a cypress","فردوسی شکوه کیومرث را مانند ماه تمام بر سرو بلند توصیف می‌کند.","Ferdowsi describes Keyumars’ glory as like the full moon atop a tall cypress.","Medium","Poetic","Ferdowsi, Shahnameh","Glory, Moon, Cypress, Simile"
174,"Shahnameh","پادشاهی کیومرث سی سال بود","دد و دام و هر جانور کش بدید / ز گیتی به نزدیک او آرمید","Wild beasts and livestock, all creatures / came peacefully near him from across the world","جانوران در برابر کیومرث چگونه رفتار می‌کردند؟","How did animals behave toward Keyumars?","آرامش داشتند و به نزد او می‌آمدند","They were peaceful and came to him","فردوسی می‌گوید جانوران وحشی و اهلی در برابر کیومرث آرامش داشتند و به نزد او می‌آمدند.","Ferdowsi says wild and domestic animals were peaceful and came to Keyumars.","Easy","Literal","Ferdowsi, Shahnameh","Animals, Peace, Harmony, Nature"
